source,target,classification
ACSS2,PCNP,experimental_pairs
HHAT,EMP3,experimental_pairs
KLHL7,HPRT1,experimental_pairs
MUS81,DPYSL2,experimental_pairs
WDR47,RNF7,experimental_pairs
FLI1,PRKAR2B,experimental_pairs
TIMM9,TWISTNB,experimental_pairs
ACCS,CKS1B,experimental_pairs
YLPM1,HLA-E,experimental_pairs
MYH11,ATP5PB,experimental_pairs
TNFSF10,SCAF1,experimental_pairs
ZSCAN29,SHTN1,experimental_pairs
ALS2CL,CIB1,experimental_pairs
MOCS2,KNOP1,experimental_pairs
RBFOX2,MT-ND4,experimental_pairs
PLBD2,CTSB,experimental_pairs
CYP2J2,CIRBP,experimental_pairs
CD40,BTF3,experimental_pairs
LAG3,FIS1,experimental_pairs
OPTN,SNCG,experimental_pairs
AGAP2,UBE2V1,experimental_pairs
SLC22A4,SRSF11,experimental_pairs
ADAMTS7,HDAC1,experimental_pairs
DHCR24,NAA10,experimental_pairs
TRIM47,NAA20,experimental_pairs
HEATR5B,RMDN3,experimental_pairs
TMEM115,CHID1,experimental_pairs
TRIP12,TMEM14B,experimental_pairs
DTYMK,NPC2,experimental_pairs
C1orf54,NDUFV3,experimental_pairs
ZSWIM3,ZNF385D,experimental_pairs
FYCO1,STARD7,experimental_pairs
DMXL1,UTP6,experimental_pairs
DTYMK,SLC16A1,experimental_pairs
PDP1,TAOK1,experimental_pairs
PVR,SFPQ,experimental_pairs
RWDD2B,PEA15,experimental_pairs
XPO7,PFDN4,experimental_pairs
FZD6,FAM3A,experimental_pairs
HMGCR,TMEM97,experimental_pairs
CALCOCO1,GABARAPL2,experimental_pairs
LIPG,ATP6V1E1,experimental_pairs
EDEM2,PCGF2,experimental_pairs
ABHD16A,EIF6,experimental_pairs
DMRTA1,TXNDC5,experimental_pairs
CHUK,STAB1,experimental_pairs
FAIM,TXNDC17,experimental_pairs
ATXN7L2,BUB3,experimental_pairs
NUCB1,MICOS13,experimental_pairs
QPCT,SNW1,experimental_pairs
ZDHHC18,NUCKS1,experimental_pairs
GCOM1,DDIT4,experimental_pairs
IFIT1,S100A16,experimental_pairs
PRPH2,KIAA0319L,experimental_pairs
ITGB4,CALU,experimental_pairs
KDELR2,GDF15,experimental_pairs
ZSWIM3,STARD7,experimental_pairs
IQGAP1,NDUFV3,experimental_pairs
DNMT3A,POMP,experimental_pairs
AGAP3,LETM1,experimental_pairs
MRPL34,TRNT1,experimental_pairs
OTUD7B,EMP1,experimental_pairs
IST1,ARL6IP5,experimental_pairs
PAK2,FXYD5,experimental_pairs
SVIL,NDUFC2,experimental_pairs
OTUD7B,GARS,experimental_pairs
ARNT,RAB3B,experimental_pairs
RAB5B,DHX30,experimental_pairs
IQGAP1,NQO2,experimental_pairs
TIMM9,PPP1CB,experimental_pairs
MANEA,LUC7L2,experimental_pairs
ADAMTS10,NDUFA11,experimental_pairs
MIER3,ACTB,experimental_pairs
OMA1,STMN1,experimental_pairs
HAPLN3,POLR2J,experimental_pairs
PARP12,EWSR1,experimental_pairs
TMEM115,NUB1,experimental_pairs
CX3CL1,NOC3L,experimental_pairs
RWDD2B,CTSD,experimental_pairs
TMEM167B,CPD,experimental_pairs
XPO7,PKN1,experimental_pairs
NR2C1,FAM114A1,experimental_pairs
INPP5B,PLEC,experimental_pairs
TSLP,C1QBP,experimental_pairs
KIF3A,DLGAP4,experimental_pairs
OTUD7B,SLK,experimental_pairs
PPP3CC,DCAF10,experimental_pairs
SFT2D3,NDUFA4,experimental_pairs
ZNF785,PDLIM4,experimental_pairs
SMARCD2,TMEM219,experimental_pairs
PARP12,GCSH,experimental_pairs
MYEOV,PLOD3,experimental_pairs
MALAT1,VDAC2,experimental_pairs
DYNC2LI1,LARP1,experimental_pairs
POGZ,FAM107B,experimental_pairs
PRPH2,MGST3,experimental_pairs
TTBK2,PSMG4,experimental_pairs
RNF146,DPM3,experimental_pairs
NDUFAF1,SMS,experimental_pairs
SEC61A2,EHD2,experimental_pairs
CEP41,JPX,experimental_pairs
TMEM123,KLHL5,experimental_pairs
AGTRAP,PACSIN2,experimental_pairs
CPNE5,SLC2A4RG,experimental_pairs
RAB5B,ATP5F1C,experimental_pairs
GPSM3,PTPN1,experimental_pairs
B3GNT8,NREP,experimental_pairs
NDUFA8,TUT4,experimental_pairs
PEX6,RACK1,experimental_pairs
CSDE1,TMED2,experimental_pairs
PLBD2,SRPK1,experimental_pairs
APH1A,LPCAT4,experimental_pairs
AGTRAP,AGTRAP,experimental_pairs
DHTKD1,LAMB1,experimental_pairs
SBF2,PCMT1,experimental_pairs
KDELR2,NUCB2,experimental_pairs
GSTO2,POLR2A,experimental_pairs
MANEA,CAP1,experimental_pairs
PA2G4,PPP1R18,experimental_pairs
ZNF827,TMEM14C,experimental_pairs
ITGB4,SMAD1,experimental_pairs
AMT,G3BP1,experimental_pairs
ALS2CL,DIAPH1,experimental_pairs
CLIC1,RPL34,experimental_pairs
SETD3,CCT4,experimental_pairs
CD40,CLIC4,experimental_pairs
ECM1,TMEM189,experimental_pairs
IFIT1,MPC2,experimental_pairs
NCEH1,SLC16A3,experimental_pairs
LMAN1,DCAF7,experimental_pairs
SETD3,TM2D1,experimental_pairs
TMEM115,COX4I1,experimental_pairs
TRIM68,MYL6B,experimental_pairs
CCRL2,BMPR2,experimental_pairs
GSTM4,VPS51,experimental_pairs
CPNE5,SEPTIN6,experimental_pairs
PCMTD2,RSF1,experimental_pairs
RWDD2B,PHF20L1,experimental_pairs
MLH3,CCND3,experimental_pairs
TSFM,CNPY2,experimental_pairs
SVIL,LPP,experimental_pairs
AGPAT1,GNG10,experimental_pairs
RAB3A,PSMG2,experimental_pairs
REST,FSTL1,experimental_pairs
UBE2D1,CPNE1,experimental_pairs
PLEKHA5,PPP2CB,experimental_pairs
PRKAR1A,IFITM2,experimental_pairs
FYN,CTNND1,experimental_pairs
TNFSF10,GSK3B,experimental_pairs
ARHGAP26,DDX52,experimental_pairs
HAPLN3,RAB9A,experimental_pairs
ITGA1,C1orf35,experimental_pairs
RGS12,TCEA1,experimental_pairs
TBCEL,SELENOK,experimental_pairs
C18orf32,VPS37B,experimental_pairs
UBE2D1,CCT7,experimental_pairs
AGPAT4,HSPA9,experimental_pairs
C18orf32,GSPT1,experimental_pairs
GTF3A,RPL3,experimental_pairs
PSMD5,SCAND1,experimental_pairs
ECE1,PSMD13,experimental_pairs
MLH3,RRP36,experimental_pairs
FYN,ERP29,experimental_pairs
ZNF827,RPN2,experimental_pairs
MOCS2,RECQL,experimental_pairs
LPIN3,ACBD5,experimental_pairs
SEC11C,MTRNR2L8,experimental_pairs
PECR,MAP1B,experimental_pairs
NEAT1,PHB2,experimental_pairs
TMEM184C,SLC52A2,experimental_pairs
CHUK,RAB4A,experimental_pairs
DMXL1,BRWD1,experimental_pairs
PRR14,PALM2-AKAP2,experimental_pairs
XPO7,PSIP1,experimental_pairs
TMEM9,MAPKAPK5,experimental_pairs
PRKD1,KDM4B,experimental_pairs
ZNRF1,PSIP1,experimental_pairs
RASIP1,RPAIN,experimental_pairs
NCEH1,REST,experimental_pairs
GCOM1,LRRC41,experimental_pairs
IFI27L2,MTRNR2L12,experimental_pairs
ABCG4,RPL30,experimental_pairs
INPP5B,ANAPC16,experimental_pairs
RBFOX2,MFAP2,experimental_pairs
ECE1,RPS23,experimental_pairs
IFI27L2,ADAM23,experimental_pairs
PRKAR1A,GNS,experimental_pairs
TRIB1,RALBP1,experimental_pairs
ZNF785,SMARCE1,experimental_pairs
YLPM1,TSPO,experimental_pairs
ZNF785,IDH1,experimental_pairs
HAPLN3,OTULIN,experimental_pairs
IQGAP1,PPA1,experimental_pairs
ZNF235,RGS12,experimental_pairs
ITGB4,PGRMC2,experimental_pairs
MRPL3,MSN,experimental_pairs
UBA5,KRTCAP2,experimental_pairs
SMARCAD1,BCAP31,experimental_pairs
AMT,RPS19BP1,experimental_pairs
RASIP1,CHD2,experimental_pairs
TMEM115,CLCN3,experimental_pairs
OPTN,MIR217HG,experimental_pairs
TRAPPC6A,MRPS18C,experimental_pairs
ACOT8,ACTN4,experimental_pairs
CX3CL1,PABPC4,experimental_pairs
RAB5B,OSTF1,experimental_pairs
PDLIM2,CKLF,experimental_pairs
KDELR2,NDUFB4,experimental_pairs
TRIB1,AP3S1,experimental_pairs
DCUN1D5,RPL27A,experimental_pairs
CCL2,DNAJA2,experimental_pairs
UIMC1,APOBEC3C,experimental_pairs
REXO4,SON,experimental_pairs
DET1,MRPL41,experimental_pairs
CPNE5,LRRC38,experimental_pairs
EZR,TRAPPC3,experimental_pairs
FGD6,UBA52,experimental_pairs
TMUB1,MTRNR2L12,experimental_pairs
ADAMTS7,PRPF6,experimental_pairs
AGPAT1,CINP,experimental_pairs
SNX13,HIGD2A,experimental_pairs
DTYMK,UROS,experimental_pairs
PHLDA3,ERCC1,experimental_pairs
RSPO3,CERS5,experimental_pairs
ARG2,SCAF11,experimental_pairs
EVL,ADK,experimental_pairs
PVT1,FAM136A,experimental_pairs
RBFOX2,UBE2W,experimental_pairs
ROCK2,PPP1R2,experimental_pairs
TRAF3IP2,PTPN11,experimental_pairs
PRR14,ANP32B,experimental_pairs
AP1G1,TNPO1,experimental_pairs
PEX6,SSR1,experimental_pairs
TSLP,RABAC1,experimental_pairs
CSDE1,HABP4,experimental_pairs
HAPLN3,SMARCC1,experimental_pairs
ACOT8,STRAP,experimental_pairs
MICALL2,FZD6,experimental_pairs
OMA1,LARS,experimental_pairs
NFKBIL1,SDF2L1,experimental_pairs
POLG,CCT7,experimental_pairs
SMARCAD1,CD151,experimental_pairs
TSFM,PDAP1,experimental_pairs
ARNT,PLAC9,experimental_pairs
ATXN7L2,SCAI,experimental_pairs
KDELR2,LTBR,experimental_pairs
ZDHHC18,PTX3,experimental_pairs
FGD6,MT-ATP6,experimental_pairs
PAK2,METTL9,experimental_pairs
PSMD5,CD93,experimental_pairs
ZNF785,TMEM256,experimental_pairs
IFI30,TRAF7,experimental_pairs
KALRN,CSTB,experimental_pairs
TYRO3,WBP11,experimental_pairs
NFKB2,WSB1,experimental_pairs
CSDE1,DIAPH1,experimental_pairs
KALRN,FASN,experimental_pairs
RAB1A,PRSS3,experimental_pairs
SCARB1,PSMD12,experimental_pairs
ITGA1,PLK2,experimental_pairs
DCUN1D5,WBP2,experimental_pairs
SOX4,IFNGR2,experimental_pairs
MGA,PSMD14,experimental_pairs
REPIN1,AP1S1,experimental_pairs
NUDT3,AP2S1,experimental_pairs
CSDE1,TIMMDC1,experimental_pairs
TRIP12,APOC1,experimental_pairs
TRIM47,PGRMC2,experimental_pairs
ACSS2,C11orf91,experimental_pairs
ARL4A,VMA21,experimental_pairs
SMARCB1,NEAT1,experimental_pairs
DGKA,RHOC,experimental_pairs
PHRF1,CETN3,experimental_pairs
ZNF296,PFDN6,experimental_pairs
ABCG4,STAT1,experimental_pairs
MIER3,RPS6,experimental_pairs
P4HA2,NUCB1,experimental_pairs
ROCK2,USP8,experimental_pairs
SNX13,SERPINB6,experimental_pairs
KMT2D,MTLN,experimental_pairs
TRIM68,ERP29,experimental_pairs
NOS3,PARK7,experimental_pairs
ARNT,DPP9,experimental_pairs
SEC11C,BUD23,experimental_pairs
ITGA1,CAPZA2,experimental_pairs
RAB3A,C12orf45,experimental_pairs
PMAIP1,PAWR,experimental_pairs
YLPM1,RBBP6,experimental_pairs
TNXB,OXR1,experimental_pairs
ATXN7L2,H3F3B,experimental_pairs
PDP1,DDX21,experimental_pairs
VWF,PTMS,experimental_pairs
FLII,NELFE,experimental_pairs
NME6,HDLBP,experimental_pairs
PVT1,RGS4,experimental_pairs
SPRED3,FDX1,experimental_pairs
NOS3,SLC25A3,experimental_pairs
POGZ,SUMO3,experimental_pairs
PVR,BRIX1,experimental_pairs
STAC3,BST2,experimental_pairs
NCOA5,RPL34,experimental_pairs
ACAD11,TMEM101,experimental_pairs
TRAPPC6A,URM1,experimental_pairs
RGS12,CYCS,experimental_pairs
APH1A,FN1,experimental_pairs
NUCB1,ATP6V1D,experimental_pairs
SELE,ZFYVE21,experimental_pairs
NFKB2,PFDN5,experimental_pairs
AAGAB,RABL6,experimental_pairs
POLG2,ENG,experimental_pairs
TNFRSF1B,FXYD5,experimental_pairs
ABCA5,SNCA,experimental_pairs
SMARCB1,ITM2B,experimental_pairs
TAOK1,PCED1A,experimental_pairs
LAPTM4A,ISCU,experimental_pairs
ZSCAN29,NAT10,experimental_pairs
ALS2CL,PBDC1,experimental_pairs
VPS45,ABHD17A,experimental_pairs
UQCRC1,GAS5,experimental_pairs
SPRED3,NDUFB2,experimental_pairs
CREB1,HLA-C,experimental_pairs
FGD6,COX8A,experimental_pairs
PLXNB1,ITPR2,experimental_pairs
PMAIP1,PRSS23,experimental_pairs
PRPH2,FNTA,experimental_pairs
PVT1,ENY2,experimental_pairs
TAOK1,NDUFB10,experimental_pairs
SFT2D3,CTSA,experimental_pairs
RAB3A,ATP5MF,experimental_pairs
S100A10,YY1,experimental_pairs
CDKN2B,DLGAP5,experimental_pairs
THBD,TATDN1,experimental_pairs
PEX6,RSU1,experimental_pairs
SNX13,ANKRD12,experimental_pairs
RAB1A,SNAP29,experimental_pairs
PLEKHH3,QKI,experimental_pairs
MESP1,EFTUD2,experimental_pairs
ACTG1,SNRPB,experimental_pairs
QTRT1,DSTN,experimental_pairs
VPS11,MRPL21,experimental_pairs
QRICH2,LAMC1,experimental_pairs
HEATR5B,TSG101,experimental_pairs
NEAT1,LTBP1,experimental_pairs
AKAP12,SNRNP27,experimental_pairs
PSMD5,COL13A1,experimental_pairs
BABAM1,ATP1A1,experimental_pairs
ROCK2,SNX3,experimental_pairs
TBCEL,FTX,experimental_pairs
RWDD2B,KNOP1,experimental_pairs
ZDHHC18,CCDC28B,experimental_pairs
YES1,HSPA5,experimental_pairs
BAG6,DDT,experimental_pairs
MAP1LC3B2,EIF3L,experimental_pairs
MNT,LAMTOR3,experimental_pairs
NME6,RPS4X,experimental_pairs
LMAN1,VAT1,experimental_pairs
CEP41,VMP1,experimental_pairs
BLOC1S3,VMP1,experimental_pairs
SMAD3,FAM136A,experimental_pairs
RPL7L1,MT-ND2,experimental_pairs
ACCS,DCAF7,experimental_pairs
CEP41,RTRAF,experimental_pairs
ZNF324B,CHD2,experimental_pairs
GNAS,CCT8,experimental_pairs
ACOT8,HNRNPM,experimental_pairs
POLR2M,TSPAN3,experimental_pairs
NME6,RPL31,experimental_pairs
SMUG1,CCT5,experimental_pairs
COASY,PSMA2,experimental_pairs
HAPLN3,NOP56,experimental_pairs
SMARCD2,CUL4B,experimental_pairs
ZNF785,ARL2BP,experimental_pairs
DMXL1,MIA3,experimental_pairs
UBE2D1,GRPEL1,experimental_pairs
HEATR5B,GET1,experimental_pairs
ATXN7L2,TRIM28,experimental_pairs
ITGA1,SH3RF3,experimental_pairs
FAIM,CSNK1D,experimental_pairs
DHTKD1,CALM1,experimental_pairs
PEX6,CHMP2B,experimental_pairs
IBTK,CARS2,experimental_pairs
DOCK9,HSP90B1,experimental_pairs
DGKA,GINM1,experimental_pairs
POLG,PIN1,experimental_pairs
AGPAT4,AGPAT4,experimental_pairs
REPIN1,GNG11,experimental_pairs
SNX13,TASOR,experimental_pairs
TMEM9,TNRC6B,experimental_pairs
SMARCAD1,B2M,experimental_pairs
NDUFAF1,TMTC3,experimental_pairs
MRPL3,TTF2,experimental_pairs
KIF3A,DBI,experimental_pairs
YES1,VPS53,experimental_pairs
TAOK1,CAV1,experimental_pairs
IFI27L2,NRP2,experimental_pairs
ACSS2,ITGA6,experimental_pairs
CSDE1,RPL35A,experimental_pairs
ARHGAP26,TUBA1B,experimental_pairs
ABCA5,UBA1,experimental_pairs
MAP1LC3B2,ZNF226,experimental_pairs
IGFBP2,COQ10B,experimental_pairs
SOX4,MFSD14B,experimental_pairs
FGD6,IKBKG,experimental_pairs
PAK2,TOMM70,experimental_pairs
KIF3A,HSPA4,experimental_pairs
PRKAR1A,BIRC6,experimental_pairs
PLEKHH3,ELOVL5,experimental_pairs
QTRT1,CMTM3,experimental_pairs
KPNA2,CD320,experimental_pairs
PDLIM2,TCAF1,experimental_pairs
ARPC2,XPC,experimental_pairs
TIMM9,HDGFL2,experimental_pairs
ARPC2,CGGBP1,experimental_pairs
NOTCH4,CTSA,experimental_pairs
TMEM9,NDUFC2,experimental_pairs
TMUB1,MYADM,experimental_pairs
OMA1,HTRA1,experimental_pairs
TMUB1,GOLIM4,experimental_pairs
NUCB1,SF3A1,experimental_pairs
RAP1GDS1,QDPR,experimental_pairs
RBFOX2,SLC25A39,experimental_pairs
ATP6V0E2,ANXA2,experimental_pairs
NUDT18,SEL1L,experimental_pairs
NUB1,LEPROTL1,experimental_pairs
TYRO3,RTN4,experimental_pairs
NFKB2,NADSYN1,experimental_pairs
OMA1,PTMA,experimental_pairs
PLEKHA5,SF3B6,experimental_pairs
SIX2,C15orf61,experimental_pairs
LAPTM4A,PGD,experimental_pairs
BLOC1S3,UBE2N,experimental_pairs
IBTK,GALNT7,experimental_pairs
MTPAP,DESI1,experimental_pairs
NFKB2,NQO1,experimental_pairs
NUFIP2,VAT1,experimental_pairs
BAG6,HACD3,experimental_pairs
TLR4,ERGIC3,experimental_pairs
ADAMTS10,TSN,experimental_pairs
TMEM9,SMCHD1,experimental_pairs
DNMT3A,GADD45GIP1,experimental_pairs
S100A10,ZDHHC12,experimental_pairs
PRKAR1A,EIF3J,experimental_pairs
TAOK1,DLD,experimental_pairs
POLG2,FYCO1,experimental_pairs
CALCOCO1,SAT2,experimental_pairs
SMIM13,CD44,experimental_pairs
POLG,RNPEP,experimental_pairs
UIMC1,CDC37,experimental_pairs
ATXN7L2,MPLKIP,experimental_pairs
TNFSF10,PRKD3,experimental_pairs
PHRF1,DNAJB14,experimental_pairs
CALCOCO1,TMEM134,experimental_pairs
ABHD16A,MSRB3,experimental_pairs
RAB1A,CALM3,experimental_pairs
MUS81,NCK1,experimental_pairs
IQGAP1,S100A16,experimental_pairs
ECM1,BASP1,experimental_pairs
PCMTD2,HNRNPK,experimental_pairs
MYH11,HP1BP3,experimental_pairs
ARL4A,GANAB,experimental_pairs
CLIC1,ANKRD50,experimental_pairs
MAP1LC3B2,CFAP298,experimental_pairs
GPSM3,FHL2,experimental_pairs
TRIB1,SRGAP2B,experimental_pairs
STAT5A,ZBTB8OS,experimental_pairs
CLDN1,USP22,experimental_pairs
NDUFAF1,UFC1,experimental_pairs
PA2G4,HSD17B4,experimental_pairs
TRIP12,PSMB10,experimental_pairs
LTB,RRAS2,experimental_pairs
TSFM,AHCYL1,experimental_pairs
CX3CL1,MAK16,experimental_pairs
GABARAPL2,NFIC,experimental_pairs
GPSM3,C9orf78,experimental_pairs
RAD50,MEF2A,experimental_pairs
TMEM38A,RTN4,experimental_pairs
XPO7,TAF12,experimental_pairs
TSFM,MOGS,experimental_pairs
AMT,ADAMTS6,experimental_pairs
ZNF281,ROCK2,experimental_pairs
ARG2,PRRC2C,experimental_pairs
GTF3A,GOT2,experimental_pairs
PARP12,SVIL,experimental_pairs
DGKA,ERP29,experimental_pairs
YLPM1,EIF4A3,experimental_pairs
ZSWIM3,TAF15,experimental_pairs
OTUD7B,ILF2,experimental_pairs
TIMM9,CIB1,experimental_pairs
EHMT2,TMED4,experimental_pairs
TNS2,PPFIBP1,experimental_pairs
YLPM1,MRPL17,experimental_pairs
REPIN1,ACAP2,experimental_pairs
TRAF3IP2,RPS9,experimental_pairs
NUDT3,POLB,experimental_pairs
SLC2A6,SRRT,experimental_pairs
PHLDA3,TSPAN14,experimental_pairs
ABHD2,RPS27L,experimental_pairs
XPO7,TCEAL9,experimental_pairs
NUDT18,EMP1,experimental_pairs
PA2G4,SF3B2,experimental_pairs
CEP41,ABRACL,experimental_pairs
SETD3,SP100,experimental_pairs
ROCK2,FKBP3,experimental_pairs
NOS3,SNX6,experimental_pairs
SLC22A4,MIR99AHG,experimental_pairs
MALAT1,MOB1A,experimental_pairs
GNAS,FZD6,experimental_pairs
GSS,VDAC2,experimental_pairs
CCL2,CLIC1,experimental_pairs
OMA1,DPCD,experimental_pairs
COLGALT1,OSTC,experimental_pairs
ACAD11,COX8A,experimental_pairs
SCARB1,PLEKHA1,experimental_pairs
NDUFA8,ROBO4,experimental_pairs
P2RX7,ESF1,experimental_pairs
SLC26A6,LRP12,experimental_pairs
CDH13,GRHPR,experimental_pairs
PMVK,PRPF31,experimental_pairs
EGR1,MAVS,experimental_pairs
SMARCAD1,HSPG2,experimental_pairs
SBF2,TIMM13,experimental_pairs
MANEA,RPLP0,experimental_pairs
NCOA5,THOC2,experimental_pairs
ZNF324B,CYB5B,experimental_pairs
IGFBP2,COTL1,experimental_pairs
CTNND1,TNKS,experimental_pairs
MT1F,CMTM7,experimental_pairs
HIF1A,VKORC1,experimental_pairs
REXO4,SH3GLB1,experimental_pairs
SMARCD2,MICOS10,experimental_pairs
NDUFAF1,ILF3,experimental_pairs
MGA,WFS1,experimental_pairs
REST,RPL37A,experimental_pairs
RNFT1,MRPS21,experimental_pairs
PDP1,DNM1L,experimental_pairs
VPS11,CHD7,experimental_pairs
AMT,HSP90B1,experimental_pairs
SELE,TSPAN31,experimental_pairs
IGFBP2,EIF3F,experimental_pairs
PECR,CDH2,experimental_pairs
NCOA5,RHBDF2,experimental_pairs
PVT1,MXRA7,experimental_pairs
KIF3A,SPTLC2,experimental_pairs
SMARCB1,ASL,experimental_pairs
PSMD5,CPSF2,experimental_pairs
ACSS2,ZC3H13,experimental_pairs
PARP12,GDF15,experimental_pairs
SHISA4,ARMC1,experimental_pairs
TRIP12,ATP5ME,experimental_pairs
LTB,GRN,experimental_pairs
TSFM,CDCP1,experimental_pairs
MAST3,DDX24,experimental_pairs
ADAMTS7,PRMT1,experimental_pairs
EDEM2,EDEM2,experimental_pairs
SFT2D3,INIP,experimental_pairs
DHTKD1,PIGT,experimental_pairs
EGR1,CLEC14A,experimental_pairs
NCEH1,CUL4B,experimental_pairs
CPNE5,BMPR2,experimental_pairs
B3GNT8,TMEM132A,experimental_pairs
AGPAT4,ITGAE,experimental_pairs
ABCG4,SPATS2L,experimental_pairs
TNFRSF14,RTF1,experimental_pairs
SMUG1,WWP1,experimental_pairs
B3GNT8,DUS1L,experimental_pairs
ATXN7L2,KDM5B,experimental_pairs
SNX13,ADIRF,experimental_pairs
BAG6,BLVRB,experimental_pairs
C1orf54,MPHOSPH10,experimental_pairs
MALAT1,HMG20B,experimental_pairs
TRAF3IP2,STAG2,experimental_pairs
DKK1,ERI1,experimental_pairs
ZNRF1,RHOA,experimental_pairs
HINT3,MARCH3,experimental_pairs
RPL7L1,ZFYVE16,experimental_pairs
NDUFA8,FHOD1,experimental_pairs
AGAP2,LARS,experimental_pairs
YLPM1,PRR11,experimental_pairs
OMA1,NDUFAF8,experimental_pairs
ZNF774,LTBP1,experimental_pairs
PDCD6,SYNE1,experimental_pairs
COASY,EVI5,experimental_pairs
ZNF235,ZNF330,experimental_pairs
NFKBIL1,ORAI1,experimental_pairs
OASL,BAZ2A,experimental_pairs
SLC2A6,FRMD4B,experimental_pairs
HIF1A,STX5,experimental_pairs
ABCG4,COA1,experimental_pairs
QPCT,CKLF,experimental_pairs
QTRT1,SUPT16H,experimental_pairs
RPL7L1,PAWR,experimental_pairs
IFIT1,CD63,experimental_pairs
PVR,VPS4B,experimental_pairs
HAPLN3,FHOD1,experimental_pairs
OMA1,SLIRP,experimental_pairs
ZSWIM3,PRMT2,experimental_pairs
RNFT1,NCOR1,experimental_pairs
LPIN3,S100A13,experimental_pairs
XPO7,CKS1B,experimental_pairs
CTNND1,CCNY,experimental_pairs
GPSM3,FARSA,experimental_pairs
MANEA,PJA2,experimental_pairs
MFSD4B,SLAIN2,experimental_pairs
ATP6V0E2,RPL30,experimental_pairs
CSDE1,SEC61B,experimental_pairs
ARPC2,TFPI,experimental_pairs
NCEH1,MFHAS1,experimental_pairs
MRPL3,P4HB,experimental_pairs
MNT,SMIM4,experimental_pairs
AAGAB,XPO1,experimental_pairs
SOCS5,B2M,experimental_pairs
TTC32,ADI1,experimental_pairs
UIMC1,USP14,experimental_pairs
STAT5A,DNMT1,experimental_pairs
ZSWIM3,COMMD8,experimental_pairs
ADAMTS10,DDAH2,experimental_pairs
NUB1,NAPRT,experimental_pairs
TMUB1,ARGLU1,experimental_pairs
ARNT,CKAP4,experimental_pairs
ALS2CL,DCAF10,experimental_pairs
POGZ,NDUFV2,experimental_pairs
ZNF22,CRIPT,experimental_pairs
THBD,XXYLT1,experimental_pairs
ZSWIM3,SIKE1,experimental_pairs
ARG2,DUSP6,experimental_pairs
ST3GAL4,GNG11,experimental_pairs
CLDN1,RALBP1,experimental_pairs
VPS11,RGS3,experimental_pairs
CYTH3,NDUFV2,experimental_pairs
TMEM167B,NDUFA3,experimental_pairs
NDUFA8,PDLIM2,experimental_pairs
PLEKHA5,SMARCA5,experimental_pairs
PLBD2,DPYSL3,experimental_pairs
SMARCD2,BST2,experimental_pairs
OS9,THSD4,experimental_pairs
UHRF1BP1,DNAJC15,experimental_pairs
PROX1,FMNL3,experimental_pairs
IFI27L2,SRSF3,experimental_pairs
NFKB2,CALR,experimental_pairs
AGPAT4,EID1,experimental_pairs
REPIN1,TFPI,experimental_pairs
TAOK1,RPS3,experimental_pairs
SMARCB1,DDX54,experimental_pairs
SOCS5,GSDME,experimental_pairs
NCOA5,RPS28,experimental_pairs
HMGCR,RPS24,experimental_pairs
KLHL7,LYAR,experimental_pairs
PLEKHA5,RPLP0,experimental_pairs
AGER,UBTF,experimental_pairs
CSDE1,RABGAP1,experimental_pairs
FLII,MOB4,experimental_pairs
NUB1,GIPC1,experimental_pairs
UBE2D1,UBE2E1,experimental_pairs
NCOA5,OCIAD2,experimental_pairs
HMGCR,IGFBP6,experimental_pairs
MT1F,DNAJC1,experimental_pairs
KDM6B,YWHAQ,experimental_pairs
DGKA,ALDH2,experimental_pairs
TMEM184C,EPAS1,experimental_pairs
UGGT1,RPL10A,experimental_pairs
GTF3A,IREB2,experimental_pairs
ZNF229,CCDC50,experimental_pairs
CNPY3,TFPI,experimental_pairs
PRPH2,SDF4,experimental_pairs
MLEC,BCAP29,experimental_pairs
OMA1,FADS2,experimental_pairs
KMT2D,RPL27,experimental_pairs
PHF19,AKIRIN1,experimental_pairs
RAD50,SLC39A7,experimental_pairs
ITGA1,PHF20,experimental_pairs
VAMP8,ZFYVE16,experimental_pairs
NFKB2,VDAC2,experimental_pairs
ARNT,DCPS,experimental_pairs
NCOA5,DNPH1,experimental_pairs
RSPO3,LYPLA1,experimental_pairs
SMAD3,POP5,experimental_pairs
TRAPPC6A,NARS,experimental_pairs
ENSA,CCDC59,experimental_pairs
COG2,GLRX3,experimental_pairs
IGFBP2,B3GALT6,experimental_pairs
QTRT1,GOLGB1,experimental_pairs
RBFOX2,NUDT16L1,experimental_pairs
CDKN2B,RAD23B,experimental_pairs
PVT1,GAL,experimental_pairs
PVT1,NPC2,experimental_pairs
HIF1A,COLEC12,experimental_pairs
IRF1,MTIF3,experimental_pairs
GRB14,FRG1,experimental_pairs
NFKB2,DYNLRB1,experimental_pairs
DDX60L,ARL6IP5,experimental_pairs
PAK2,FAM49B,experimental_pairs
ACSS2,TSC22D1,experimental_pairs
SPRED3,UFC1,experimental_pairs
BMPER,PCBD1,experimental_pairs
PVT1,MTCH1,experimental_pairs
ZSCAN29,LDHB,experimental_pairs
IQGAP1,MCM4,experimental_pairs
BAG6,SULF2,experimental_pairs
DMRTA1,UBE2E2,experimental_pairs
MFSD4B,TLE1,experimental_pairs
REST,SERPINH1,experimental_pairs
POLG,FKBP10,experimental_pairs
TRAF6,MCAM,experimental_pairs
TRIM68,ASAP1,experimental_pairs
GNAS,PCCA-DT,experimental_pairs
