source,intermediate_1,intermediate_2,target,stmt_type_1,stmt_type_2,stmt_type_3,belief_1,belief_2,belief_3,evidence_1,evidence_2,evidence_3,logfoldchange,pval,evidence_text_hop1,evidence_text_hop2,evidence_text_hop3,pmids_hop1,pmids_hop2,pmids_hop3
YLPM1,FOXA1,PITX2,HSPD1,Complex,DecreaseAmount,DecreaseAmount,0.98,0.95,0.79,1,2,1,0.2630595,0.0078823255376096,,,,,,
YLPM1,PRMT1,NR1H4,TMBIM6,Complex,Complex,DecreaseAmount,0.9978,0.9972,0.86,2,3,1,0.2850507,0.0079431463089689,,,,,,
YLPM1,PPP1CC,RB1,XPO1,Complex,Complex,DecreaseAmount,0.989999999999,0.89,0.86,6,1,2,0.44879884,0.0080608954143867,,,,,,
YLPM1,MLH1,MYOG,SERPINH1,Complex,Complex,DecreaseAmount,0.98,0.98,0.79,1,1,1,0.35427552,0.0094843473054898,,,,,,
YLPM1,PPP1CA,MYC,EEF1E1,Complex,Complex,DecreaseAmount,0.9988999989,0.993,0.9265,5,2,2,0.5261296,0.0117091617431659,,,,,,
YLPM1,USP7,FOXO4,HMGB2,Complex,Complex,DecreaseAmount,0.98,0.9899,0.79,1,2,1,0.60325176,0.0130015406319115,,,,,,
YLPM1,DDX17,KAT2B,PPP4C,Complex,Complex,DecreaseAmount,0.98,0.9995933,0.79,1,6,1,0.4454031,0.0148461816174367,,,,,,
YLPM1,FOXA1,NF1,HIP1,Complex,IncreaseAmount,DecreaseAmount,0.98,0.89,0.95,1,1,2,0.68092877,0.0174068350637604,,,,,,
YLPM1,FOXA1,PITX2,HSPE1,Complex,DecreaseAmount,DecreaseAmount,0.98,0.95,0.79,1,2,1,0.29073513,0.0213043752616058,,,,,,
YLPM1,PPP1CC,RELA,RIPK2,Complex,Phosphorylation,IncreaseAmount,0.989999999999,0.86,0.89,6,2,1,0.75073844,0.0226909207418082,,,,,,
YLPM1,FOXA1,MEIS1,VRK1,Complex,DecreaseAmount,DecreaseAmount,0.98,0.79,0.79,1,1,1,1.2022517,0.0263834997771579,,,,,,
YLPM1,PRMT1,PTGS2,XRCC6,Complex,IncreaseAmount,IncreaseAmount,0.9978,0.8775,0.951,2,2,3,0.39629844,0.0272298743870815,,,,,,
YLPM1,PPP1CC,ATM,SCO2,Complex,Complex,IncreaseAmount,0.989999999999,0.98,0.923,6,1,3,0.61143064,0.0277086751291924,,,,,,
YLPM1,PPP1CC,RB1,SLC1A5,Complex,Complex,DecreaseAmount,0.989999999999,0.89,0.94757,6,1,5,0.59155506,0.0285735811991315,,,,,,
YLPM1,USP7,FOXO4,KDM5A,Complex,Complex,DecreaseAmount,0.98,0.9899,0.79,1,2,1,0.40120304,0.0308202598330549,,,,,,
YLPM1,PRMT1,PPARGC1A,TEK,Complex,Methylation,IncreaseAmount,0.9978,0.8775,0.86,2,2,1,0.6384239,0.0308585551215904,,,,,,
YLPM1,PRMT1,PPARA,CSNK2A1,Complex,Complex,DecreaseAmount,0.9978,0.98,0.79,2,1,1,0.30992806,0.0330845349439724,,,,,,
YLPM1,PPP1CA,MYC,HTATIP2,Complex,Complex,IncreaseAmount,0.9988999989,0.993,0.923,5,2,2,0.48490468,0.0356872181162476,,,,,,
YLPM1,FOXA1,BPTF,DNALI1,Complex,DecreaseAmount,DecreaseAmount,0.98,0.79,0.79,1,1,1,0.78180146,0.0376660886637019,,,,,,
YLPM1,PRMT1,NR1H4,MAP4K4,Complex,Complex,DecreaseAmount,0.9978,0.9972,0.79,2,3,1,0.23400848,0.039202750828501,,,,,,
YLPM1,CUL3,RBX1,LAMP2,Complex,Complex,DecreaseAmount,0.98,0.941,0.941,1,1,1,0.3441697,0.042354566893605,,,,,,
YLPM1,PPP1CC,RAF1,TSPO,Complex,Complex,DecreaseAmount,0.989999999999,0.998889,0.923,6,3,3,0.12660162,0.0425525728212016,,,,,,
YLPM1,GRB2,PRKAB1,PRKAA2,Complex,Complex,IncreaseAmount,0.98,0.9899,0.86,1,2,1,0.872673,0.0441487328788264,,,,,,
YLPM1,PPP1CB,PTK2,NOTCH2,Complex,Complex,DecreaseAmount,0.9899,0.998889,0.86,2,3,2,0.646496,0.0444615365047433,,,,,,
YLPM1,PRMT1,ATF5,HSPA9,Complex,IncreaseAmount,IncreaseAmount,0.9978,0.86,0.8775,2,2,2,0.37144604,0.049963633668276,,,,,,
YLPM1,PPP1R3A,NR3C1,UBE3A,Complex,Activation,DecreaseAmount,0.98,0.86,0.982,1,2,3,-0.5952357,0.0353011961633913,,,,,,
YLPM1,PRMT1,PPARGC1A,UTRN,Complex,Methylation,IncreaseAmount,0.9978,0.8775,0.923,2,2,3,-0.45654947,0.0273224712582298,,,,,,
YLPM1,CDC5L,POU3F1,LAMA4,Complex,DecreaseAmount,DecreaseAmount,0.98,0.79,0.79,1,1,1,-0.34311637,0.0210295667215043,,,,,,
YLPM1,CDC5L,CHD1L,SPOCK1,Complex,Complex,IncreaseAmount,0.98,0.98,0.99289794,1,1,8,-0.3239308,0.0198839360621418,,,,,,
YLPM1,PRMT1,MYOD1,MFAP2,Complex,DecreaseAmount,DecreaseAmount,0.9978,0.923,0.79,2,3,1,-0.4374545,0.0139741224031997,,,,,,
YLPM1,FOXA1,ONECUT1,SULF2,Complex,Complex,DecreaseAmount,0.98,0.99755,0.79,1,3,1,-0.73215824,0.0123796928090403,,,,,,
YLPM1,PPP1CC,RELA,TGM2,Complex,Phosphorylation,IncreaseAmount,0.989999999999,0.86,0.8775,6,2,2,-0.26556224,0.0004738651532849,,,,,,
ZNF22,HDAC3,ATF3,RAD51C,Complex,Complex,DecreaseAmount,0.8775,0.99755,0.95,2,3,2,0.7706064,0.0229516693028914,,,,,,
ZNF22,HDAC3,KAT2B,PPP1CB,Complex,Complex,DecreaseAmount,0.8775,0.999848436875,0.79,2,6,1,0.3273851,0.0303888329286634,,,,,,
ZNF22,NPM1,KLF4,LXN,Complex,DecreaseAmount,DecreaseAmount,0.9899,0.86,0.89,2,1,1,0.33025602,0.0331724892917578,,,,,,
ZNF22,APP,IGF1,PDCD5,Complex,DecreaseAmount,DecreaseAmount,0.9899,0.86,0.951,2,1,3,0.2243102,0.0356942162941903,,,,,,
ZNF22,NPM1,PTEN,XPC,Complex,Complex,IncreaseAmount,0.9899,0.8775,0.98224485,2,2,7,0.32254404,0.0386883302545726,,,,,,
ZNF22,APP,LAMC1,CD151,Complex,Complex,IncreaseAmount,0.9899,0.9899,0.86,2,2,2,0.18468526,0.0432391432082545,,,,,,
ZNF22,APP,PPARG,DLC1,Complex,Activation,IncreaseAmount,0.9899,0.992969382,0.9419,2,9,4,0.31938165,0.0454807886394327,,,,,,
ZNF22,APP,REST,NRP1,Complex,Complex,DecreaseAmount,0.9899,0.951,0.9615,2,3,2,-0.3245921,0.0448660034100208,,,,,,
ZNF22,APP,GABPA,ITPR2,Complex,Complex,DecreaseAmount,0.9899,0.98,0.79,2,1,1,-0.4758953,0.0428303571566168,,,,,,
ZNF22,APP,PTGER2,MAPK3,Complex,Complex,IncreaseAmount,0.9899,0.86,0.86,2,2,2,-0.60250914,0.0392250633750882,,,,,,
ZNF22,APP,PGR,SPTBN1,Complex,Complex,DecreaseAmount,0.9899,0.86,0.79,2,2,1,-0.31390715,0.0375239779699728,,,,,,
ZNF22,H2AX,PPM1D,MDM4,Complex,Activation,IncreaseAmount,0.98,0.86,0.86,1,2,2,-0.8957576,0.032687844422201,,,,,,
ZNF22,APP,FOXO4,PRKCI,Complex,Complex,DecreaseAmount,0.9899,0.8775,0.79,2,2,1,-0.933623,0.0325955286094368,,,,,,
ZNF22,HDAC3,KAT2B,GSN,Complex,Complex,DecreaseAmount,0.8775,0.999848436875,0.79,2,6,1,-0.5747591,0.0295356471284189,,,,,,
ZNF22,APP,ELK1,POLDIP2,Complex,Inhibition,DecreaseAmount,0.9899,0.951,0.79,2,3,1,-0.7441957,0.0238912530529156,,,,,,
ZNF22,NPM1,PTBP1,ADAR,Complex,Complex,IncreaseAmount,0.9899,0.98,0.951,2,1,3,-0.572018,0.0217175776335512,,,,,,
ZNF22,APP,MAPK14,CDC25B,Complex,Activation,IncreaseAmount,0.9899,0.94757,0.89,2,5,1,-1.6695015,0.0199660521365106,,,,,,
ZNF22,APP,POU2F1,ZFP36L1,Complex,Complex,DecreaseAmount,0.9899,0.98,0.95,2,1,2,-0.2987264,0.0192440873200232,,,,,,
ZNF22,APP,ATF4,CIRBP,Complex,Complex,DecreaseAmount,0.9899,0.98,0.79,2,1,1,-0.44626963,0.0143928220798284,,,,,,
ZNF22,APP,POU2F1,TSC22D3,Complex,Complex,DecreaseAmount,0.9899,0.98,0.982,2,1,3,-0.49912393,0.0079354405311938,,,,,,
ZNF22,APP,POU2F1,ASAH1,Complex,Complex,DecreaseAmount,0.9899,0.98,0.79,2,1,1,-0.7718459,0.0043220124272045,,,,,,
ZNF22,PPAN,RB1,XPO1,Complex,Complex,DecreaseAmount,0.98,0.98,0.86,1,1,2,-0.68528676,0.0035774630670209,,,,,,
ZNF22,APP,RFX5,B2M,Complex,Complex,IncreaseAmount,0.9899,0.98,0.89,2,1,1,-0.1327334,0.0008757019051315,,,,,,
ZNF296,POU5F1,MYC,MTDH,IncreaseAmount,Complex,IncreaseAmount,0.94757,0.923,0.79,5,3,1,0.22067739,0.0047814976067434,,,,,,
ZNF296,POU5F1,PTX3,CEBPD,IncreaseAmount,Complex,IncreaseAmount,0.94757,0.94757,0.86,5,5,2,0.72195315,0.0047898686663154,,,,,,
ZNF296,POU5F1,EGF,COPS6,IncreaseAmount,IncreaseAmount,DecreaseAmount,0.94757,0.8775,0.86,5,2,2,0.31700224,0.0085174842990572,,,,,,
ZNF296,POU5F1,NRF1,HK1,IncreaseAmount,Complex,IncreaseAmount,0.94757,0.94757,0.89,5,5,1,0.59447396,0.0214624027515136,,,,,,
ZNF296,POU5F1,HDAC2,MFF,IncreaseAmount,Complex,IncreaseAmount,0.94757,0.86,0.86,5,2,1,0.5426128,0.0229959367612939,,,,,,
ZNF296,L3MBTL2,BAP1,OGT,Complex,Complex,IncreaseAmount,0.98,0.8775,0.97305,1,2,4,0.5996989,0.0332581161523364,,,,,,
ZNF296,NANOG,PPARA,LAMP2,IncreaseAmount,Complex,DecreaseAmount,0.86,0.923,0.79,1,3,1,0.37404764,0.0346975455861379,,,,,,
ZNF296,POU5F1,BACH1,KRT19,IncreaseAmount,Complex,DecreaseAmount,0.94757,0.949271,0.79,5,6,1,-0.16099599,0.0472003322254137,,,,,,
ZNF296,POU5F1,SP1,CSNK1D,IncreaseAmount,Complex,DecreaseAmount,0.94757,0.951,0.982,5,3,3,-0.5937321,0.0442174239664001,,,,,,
ZNF296,POU5F1,CTCF,XIST,IncreaseAmount,Complex,IncreaseAmount,0.94757,0.99912499062445,0.86,5,29,2,-0.18364899,0.0338035673999494,,,,,,
ZNF296,KLF4,IL1B,FCGRT,Complex,Activation,IncreaseAmount,0.86,0.8775,0.949271,2,2,6,-0.91972494,0.0327685728640588,,,,,,
ZNF296,POU5F1,RELA,HSPA8,IncreaseAmount,Complex,DecreaseAmount,0.94757,0.8775,0.923,5,2,3,-0.23371857,0.01433380327098,,,,,,
ZNF296,POU5F1,MYOD1,MFAP2,IncreaseAmount,Complex,DecreaseAmount,0.94757,0.996227,0.79,5,6,1,-0.41819108,0.0097710396717649,,,,,,
ZNF324B,YBX1,MYOD1,OXR1,Complex,DecreaseAmount,DecreaseAmount,0.98,0.9419,0.79,1,2,1,0.4653361,0.0224204167588674,,,,,,
ZNF324B,RGS3,PITX2,LIMA1,Complex,Complex,DecreaseAmount,0.98,0.923,0.79,1,3,1,0.324068,0.0270572950526808,,,,,,
ZNF324B,DGCR8,PTEN,DAB2IP,Complex,Complex,IncreaseAmount,0.98,0.923,0.86,1,3,2,1.0936182,0.0325283682256047,,,,,,
ZNF324B,YBX1,JUN,PERP,Complex,Complex,DecreaseAmount,0.98,0.86,0.95,1,2,2,0.27373043,0.0336978769242132,,,,,,
ZNF324B,ZNF746,NRF1,CIRBP,Complex,Inhibition,DecreaseAmount,0.98,0.86,0.79,1,2,1,0.35437638,0.042727893423164,,,,,,
ZNF324B,TRIM28,IRF7,TRIM27,Complex,Activation,DecreaseAmount,0.98,0.991866,0.86,1,6,1,0.51112694,0.043665726978452,,,,,,
ZNF324B,YBX1,NFE2L2,UGCG,Complex,IncreaseAmount,IncreaseAmount,0.98,0.923,0.923,1,3,2,-0.8989592,0.0480386787887277,,,,,,
ZNF324B,YBX1,MYC,LYAR,Complex,Inhibition,DecreaseAmount,0.98,0.86,0.95,1,2,2,-0.7025666,0.029695695010868,,,,,,
ZNF324B,HELZ2,NFKB1,FTH1,Complex,Complex,IncreaseAmount,0.98,0.86,0.941,1,2,1,-0.09913875,0.0253193468117951,,,,,,
ZNF324B,YBX1,PTPN1,RNF213,Complex,IncreaseAmount,DecreaseAmount,0.98,0.79,0.951,1,1,3,-0.42530444,0.017571025706383,,,,,,
ZNF581,RBPMS,ESRP1,ENAH,Complex,Complex,IncreaseAmount,0.998889,0.98,0.86,3,1,2,0.36736244,0.0114324691239341,,,,,,
ZNF581,APP,JUN,RAB5A,Complex,Phosphorylation,DecreaseAmount,0.98,0.923,0.79,1,3,1,0.62040406,0.0126706902880812,,,,,,
ZNF581,APP,POU2F1,GALNT1,Complex,Complex,DecreaseAmount,0.98,0.98,0.982,1,1,3,0.18352236,0.0185788971114987,,,,,,
ZNF581,TRIM27,MYOD1,CRAT,Complex,DecreaseAmount,DecreaseAmount,0.98,0.923,0.79,1,2,1,0.7664456,0.0454288733020848,,,,,,
ZNF581,APP,PPARGC1A,UTRN,Complex,Inhibition,IncreaseAmount,0.98,0.923,0.923,1,2,3,0.31156635,0.0457226477303347,,,,,,
ZNF581,APP,EGF,COPS6,Complex,Complex,DecreaseAmount,0.98,0.999586487775,0.86,1,10,2,0.28750882,0.0478307140437164,,,,,,
ZNF581,APP,INS,SCP2,Complex,Complex,DecreaseAmount,0.98,0.86,0.8775,1,2,2,-0.27052948,0.0476130532819987,,,,,,
ZNF581,APP,RELA,RBM3,Complex,Phosphorylation,IncreaseAmount,0.98,0.9419,0.923,1,4,3,-0.32054725,0.0301671210717006,,,,,,
ZNF581,APP,PMAIP1,SMARCB1,Complex,Complex,IncreaseAmount,0.98,0.94757,0.86,1,5,2,-0.5323946,0.0267462092637253,,,,,,
ZNF581,APP,ELK1,RNF168,Complex,Inhibition,DecreaseAmount,0.98,0.951,0.79,1,3,1,-0.8082523,0.0253302056901011,,,,,,
ZNF581,APP,MIF,PLA2G12A,Complex,Complex,DecreaseAmount,0.98,0.997091188059,0.79,1,12,1,-0.9827169,0.0216884077625769,,,,,,
ZNF581,APP,NFE2L2,PSMA5,Complex,DecreaseAmount,IncreaseAmount,0.98,0.923,0.8775,1,3,1,-0.42839065,0.0175557436044447,,,,,,
ZNF581,APP,PPARGC1A,SLC16A1,Complex,Inhibition,IncreaseAmount,0.98,0.923,0.9419,1,2,3,-0.8941961,0.011916790109575,,,,,,
ZNF764,NR3C1,KAT2B,ADAM15,Complex,Activation,DecreaseAmount,0.86,0.941,0.79,2,1,1,0.3873212,0.0374470148235038,,,,,,
ZNF764,TRIM27,MTOR,GAS5,Complex,Activation,DecreaseAmount,0.98,0.86,0.86,1,2,2,0.1666728,0.0375989385847167,,,,,,
ZNF764,NR3C1,ATF3,MCAM,Complex,Inhibition,DecreaseAmount,0.86,0.86,0.982,2,2,3,0.20974462,0.042905575434109,,,,,,
ZNF764,TRIM27,RB1,SLC1A5,Complex,Inhibition,DecreaseAmount,0.98,0.8775,0.94757,1,2,5,-0.643878,0.047457655574181,,,,,,
ZNF764,NR3C1,KAT2B,GSN,Complex,Activation,DecreaseAmount,0.86,0.941,0.79,2,1,1,-0.48316944,0.0458796823672343,,,,,,
ZNF764,PPP2CA,RELA,APC,Complex,Complex,DecreaseAmount,0.98,0.9996,0.923,1,3,3,-0.9067938,0.0288423560729019,,,,,,
ZNF764,TRIM27,PPARG,SNRPF,Complex,Inhibition,DecreaseAmount,0.98,0.9419,0.79,1,4,1,-0.3701447,0.0112613743830416,,,,,,
ZNF764,TRIM27,RBX1,EID1,Complex,Complex,DecreaseAmount,0.98,0.98,0.941,1,1,1,-0.33467522,0.0093991042550565,,,,,,
ZNF764,NR3C1,PBX1,PABPN1,Complex,Complex,DecreaseAmount,0.86,0.999976284,0.79,2,7,1,-0.6112538,0.0019423523497954,,,,,,
WDR47,TCF4,ATF4,CIRBP,Complex,Complex,DecreaseAmount,0.98,0.86,0.79,1,2,1,0.44937843,0.000898896340857,,,,,,
WDR47,ANGPTL4,PPARGC1A,TXN2,Complex,Complex,IncreaseAmount,0.98,0.8775,0.86,1,2,2,0.45568392,0.0020975516926667,,,,,,
WDR47,TCF4,TFAP4,TRAM1,Complex,DecreaseAmount,DecreaseAmount,0.98,0.95,0.79,1,2,1,0.38858977,0.0033442939253042,,,,,,
WDR47,TCF4,DDIT3,USP9X,Complex,Activation,DecreaseAmount,0.98,0.951,0.79,1,3,1,0.5067442,0.0091940998061234,,,,,,
WDR47,TCF4,BACH1,KRT19,Complex,Complex,DecreaseAmount,0.98,0.997499007875247,0.79,1,22,1,0.24981521,0.0092921972426258,,,,,,
WDR47,COBL,PPP1CB,MGLL,Complex,Complex,IncreaseAmount,0.98,0.98,0.86,1,1,2,0.39123333,0.0096033001949286,,,,,,
WDR47,TCF4,FOXO4,PPP1CB,Complex,DecreaseAmount,DecreaseAmount,0.98,0.79,0.79,1,1,1,0.35755548,0.009887505749976,,,,,,
WDR47,TCF4,BACH1,DYSF,Complex,Complex,DecreaseAmount,0.98,0.997499007875247,0.79,1,22,1,0.39803475,0.0109713539149959,,,,,,
WDR47,USP21,NF1,TPI1,Complex,Complex,DecreaseAmount,0.98,0.98,0.79,1,1,1,0.21867003,0.0143445612099708,,,,,,
WDR47,ANGPTL4,PPARA,CD47,Complex,Complex,DecreaseAmount,0.98,0.94757,0.86,1,5,2,0.3138353,0.0160727385544165,,,,,,
WDR47,ANGPTL4,TGFB1,CSTB,Complex,Complex,DecreaseAmount,0.98,0.98,0.8775,1,1,2,0.17101625,0.017212694354264,,,,,,
WDR47,ANGPTL4,MYC,PAIP2,Complex,Complex,DecreaseAmount,0.98,0.99755,0.79,1,3,1,0.41112477,0.0176706199494893,,,,,,
WDR47,ANGPTL4,PPARG,TXN,Complex,Activation,IncreaseAmount,0.98,0.94993439,0.923,1,8,3,0.17452843,0.0181335798525867,,,,,,
WDR47,USP21,NF1,ESM1,Complex,Complex,DecreaseAmount,0.98,0.98,0.79,1,1,1,0.43874845,0.0201746990166868,,,,,,
WDR47,ANGPTL4,NR3C1,B4GALT5,Complex,IncreaseAmount,DecreaseAmount,0.98,0.86,0.79,1,2,1,0.34421775,0.021450399887497,,,,,,
WDR47,ANGPTL4,PPARG,COPS5,Complex,Activation,DecreaseAmount,0.98,0.94993439,0.8775,1,8,2,0.40702385,0.0259423751809472,,,,,,
WDR47,ANGPTL4,PPARG,DGAT1,Complex,Activation,IncreaseAmount,0.98,0.94993439,0.86,1,8,2,0.5817273,0.0285097769334776,,,,,,
WDR47,TCF4,ATF4,SARS,Complex,Complex,IncreaseAmount,0.98,0.86,0.941,1,2,1,0.2710208,0.029624745259165,,,,,,
WDR47,TCF4,LEF1,VAT1,Complex,Complex,DecreaseAmount,0.98,0.86,0.79,1,2,1,0.27467954,0.0330532265442909,,,,,,
WDR47,TCF4,MAP2K6,CD9,Complex,DecreaseAmount,DecreaseAmount,0.98,0.79,0.8775,1,1,2,0.17923214,0.0372393279794366,,,,,,
WDR47,TCF4,SMAD1,CCNI,Complex,DecreaseAmount,DecreaseAmount,0.98,0.79,0.79,1,1,1,0.17642713,0.0373543569939522,,,,,,
WDR47,TCF4,KLF4,PODXL,Complex,Complex,DecreaseAmount,0.98,0.86,0.923,1,2,3,0.3170211,0.0415838134751249,,,,,,
WDR47,TCF4,LEF1,POLR2A,Complex,Complex,DecreaseAmount,0.98,0.86,0.79,1,2,1,0.46160018,0.0422070649017847,,,,,,
WDR47,TCF4,MYOD1,LIMA1,Complex,Complex,DecreaseAmount,0.98,0.941,0.95,1,1,2,0.28162602,0.0427177924723087,,,,,,
WDR47,ANGPTL4,MYC,MED28,Complex,Complex,DecreaseAmount,0.98,0.99755,0.79,1,3,1,0.47929597,0.0432485540174698,,,,,,
WDR47,TCF4,ATF4,GARS,Complex,Complex,IncreaseAmount,0.98,0.86,0.941,1,2,1,0.2536466,0.0438568096065894,,,,,,
WDR47,TCF4,LEF1,TAF10,Complex,Complex,DecreaseAmount,0.98,0.86,0.79,1,2,1,0.25644892,0.048718421453899,,,,,,
WDR47,CHFR,RELA,VEZF1,Complex,Inhibition,DecreaseAmount,0.89,0.923,0.95,1,3,2,0.46457872,0.0496365652691952,,,,,,
WDR47,ANGPTL4,PPARA,DBN1,Complex,Complex,IncreaseAmount,0.98,0.94757,0.8775,1,5,2,-0.42540327,0.0454183885956091,,,,,,
WDR47,TCF4,LEF1,MNAT1,Complex,Complex,DecreaseAmount,0.98,0.86,0.79,1,2,1,-0.47160292,0.0402936174896861,,,,,,
WDR47,TCF4,ATF4,ITM2B,Complex,Complex,DecreaseAmount,0.98,0.86,0.79,1,2,1,-0.15399843,0.033601821311786,,,,,,
WDR47,TCF4,ELK1,C12orf10,Complex,Complex,DecreaseAmount,0.98,0.86,0.79,1,2,1,-0.6595968,0.0231004715512891,,,,,,
WDR47,CHFR,RELA,APEX1,Complex,Inhibition,DecreaseAmount,0.89,0.923,0.86,1,3,2,-0.33611736,0.0225708196257272,,,,,,
WDR47,ANGPTL4,NR3C1,SREK1,Complex,IncreaseAmount,DecreaseAmount,0.98,0.86,0.982,1,2,3,-0.58417183,0.0189060136982372,,,,,,
WDR47,ANGPTL4,MYC,TCERG1,Complex,Complex,DecreaseAmount,0.98,0.99755,0.95,1,3,2,-0.5792347,0.0185999590591619,,,,,,
WDR47,TCF4,FOXO4,KMT2C,Complex,DecreaseAmount,DecreaseAmount,0.98,0.79,0.79,1,1,1,-0.96155995,0.0179493592823792,,,,,,
WDR47,ANGPTL4,MYC,FAM192A,Complex,Complex,DecreaseAmount,0.98,0.99755,0.982,1,3,3,-0.67364293,0.0084370279132612,,,,,,
WDR47,ANGPTL4,HIF1A,ABI2,Complex,Complex,DecreaseAmount,0.98,0.923,0.79,1,3,1,-0.5478617,0.0076947989535912,,,,,,
WDR47,TCF4,IRF8,DDB2,Complex,Activation,DecreaseAmount,0.98,0.8775,0.79,1,2,1,-0.8430427,0.0046953111615262,,,,,,
ZDHHC18,IL13RA2,PTK2,MICA,Complex,Activation,DecreaseAmount,0.98,0.98285,0.949271,1,4,5,0.34435648,0.0245827076328334,,,,,,
ZDHHC18,GDPD5,PGR,PDGFB,Complex,Activation,DecreaseAmount,0.98,0.86,0.95,1,2,2,0.34165192,0.0356825669723798,,,,,,
ZDHHC18,DLK2,SP1,ENAH,Complex,Complex,DecreaseAmount,0.98,0.982423455,0.95,1,8,2,0.28524166,0.0425133472788729,,,,,,
ZDHHC18,DLK2,NOTCH1,ESM1,Complex,DecreaseAmount,DecreaseAmount,0.98,0.86,0.8775,1,2,2,-0.38401034,0.0495228038017357,,,,,,
ZDHHC18,IL13RA2,EGFR,CDCP1,Complex,Complex,IncreaseAmount,0.98,0.997462551501093,0.97305,1,15,4,-0.5181085,0.0306775445763686,,,,,,
ZDHHC18,CGAS,IL1B,SERPINH1,Inhibition,Activation,IncreaseAmount,0.923,0.94757,0.97305,3,5,4,-0.35059282,0.0255387266694971,,,,,,
ZDHHC18,ADGRE5,RELA,CDK4,Complex,DecreaseAmount,DecreaseAmount,0.98,0.86,0.979665,1,1,4,-0.46005508,0.0216456389183533,,,,,,
ZDHHC18,SLC34A2,MYC,HSPE1,Complex,Inhibition,DecreaseAmount,0.98,0.86,0.79,1,2,1,-0.23026259,0.0188097764343118,,,,,,
ZDHHC18,SLC34A2,MYC,ZFP36L1,Complex,Inhibition,IncreaseAmount,0.98,0.86,0.86,1,2,2,-0.2531577,0.0185289064483822,,,,,,
ZDHHC18,LPAR1,NGF,HSP90AA1,Complex,Activation,IncreaseAmount,0.9899,0.86,0.89,2,2,1,-0.19087599,0.0180791044935616,,,,,,
ZDHHC18,SLC34A2,MYC,PDCD6IP,Complex,Inhibition,DecreaseAmount,0.98,0.86,0.79,1,2,1,-0.5037222,0.014847030848015,,,,,,
ZDHHC18,ASGR2,PTPN1,RNF213,Complex,Complex,DecreaseAmount,0.9899,0.98,0.951,2,1,3,-0.4403758,0.0093844874936984,,,,,,
ZDHHC18,CGAS,APP,PTX3,Inhibition,Inhibition,IncreaseAmount,0.923,0.86,0.86,3,2,2,-0.51337343,0.0086730971770504,,,,,,
ZDHHC18,SLC34A2,MYC,SUB1,Complex,Inhibition,DecreaseAmount,0.98,0.86,0.79,1,2,1,-0.2873023,0.0066655688597162,,,,,,
ZDHHC18,GPM6A,NFE2L2,PSMD2,Complex,Activation,DecreaseAmount,0.9899,0.86,0.79,2,2,1,-0.41630346,0.0058523187624586,,,,,,
ZDHHC18,ADGRE5,PPARG,SAT1,Complex,IncreaseAmount,IncreaseAmount,0.98,0.9419,0.9615,1,1,2,-0.5117249,0.0055167353654845,,,,,,
ZDHHC18,SLC34A2,MYC,MANF,Complex,Inhibition,DecreaseAmount,0.98,0.86,0.982,1,2,3,-0.6326301,0.0034337006346778,,,,,,
ZNF785,PPP2R1B,RELA,QKI,Complex,Complex,IncreaseAmount,0.98,0.89,0.86,1,1,2,0.40370795,0.0096229583383431,,,,,,
ZNF785,TRIM27,IL6,CST3,Complex,Inhibition,DecreaseAmount,0.98,0.951,0.86,1,3,2,0.15150654,0.0130246089114893,,,,,,
ZNF785,GMNN,MMP12,GRN,Complex,Activation,DecreaseAmount,0.98,0.9497813,0.86,1,7,2,0.30477867,0.0297904435737349,,,,,,
ZNF785,TRIM27,TP53,RCHY1,Complex,Complex,DecreaseAmount,0.98,0.999509951,0.86,1,6,2,0.91293514,0.0379914335539437,,,,,,
ZNF785,PPP2CA,NR3C1,FBLIM1,Complex,Complex,DecreaseAmount,0.98,0.98922,0.79,1,5,1,0.3017565,0.0436127095701205,,,,,,
ZNF785,EHMT2,MEF2D,MT-ND6,Complex,Complex,IncreaseAmount,0.98,0.9419,0.8775,1,4,2,0.2554549,0.0464204150336557,,,,,,
ZNF785,GMNN,HOXA9,SERPINB9,Complex,Complex,DecreaseAmount,0.98,0.8775,0.98,1,2,2,0.41770542,0.0474840749663297,,,,,,
ZNF785,SIRT1,RFX1,PCYT1A,Complex,Complex,DecreaseAmount,0.98,0.86,0.79,1,2,1,-0.93304133,0.0486580350265326,,,,,,
ZNF785,SIRT1,NR3C2,TXNRD1,Complex,Inhibition,IncreaseAmount,0.98,0.8775,0.86,1,2,2,-0.21828248,0.0447553400906317,,,,,,
ZNF785,APC,LEF1,PCGF2,Complex,Complex,DecreaseAmount,0.98,0.86,0.79,1,1,1,-0.5128394,0.0432795922876381,,,,,,
ZNF785,TRIM27,MYOD1,ALCAM,Complex,DecreaseAmount,DecreaseAmount,0.98,0.923,0.79,1,2,1,-0.63754505,0.0258237449230659,,,,,,
ZNF785,PPP2R1B,RELA,TFF3,Complex,Complex,IncreaseAmount,0.98,0.89,0.89,1,1,1,-0.66854894,0.0191362224726222,,,,,,
ZNF785,PKN2,RAC1,ACSL4,Complex,Complex,IncreaseAmount,0.98,0.99743093,0.86,1,8,2,-0.45721287,0.0051766034394417,,,,,,
ZNRF1,NMT1,LEP,PDIA3,Complex,Complex,IncreaseAmount,0.98,0.923,0.9419,1,3,4,0.28591222,0.0022996261307687,,,,,,
